Title,Production_Cost,Domestic_Growth,Worldwide_Growth
For Your Eyes Only,28000000,54800000,54800000
Tag,28000000,54730625,54730625
The Royal Tenenbaums,28000000,52353636,52353636
Identity,28000000,52131264,52131264
Serendipity,28000000,50255310,50255310
Kick-Ass,28000000,48071303,48071303
Zoolander,28000000,45172250,45172250
Timecop,28000000,44853581,44853581
No Reservations,28000000,43107979,43107979
Hocus Pocus,28000000,39360491,39360491
Pride & Prejudice,28000000,38372662,38372662
30 Minutes or Less,28000000,37053924,37053924
Dracula 2000,28000000,33000377,33000377
Blade Runner,28000000,32656328,32656328
Rob Roy,28000000,31390587,31390587
3 Days to Kill,28000000,30697999,30697999
Kick-Ass 2,28000000,28795985,28795985
We Own the Night,28000000,28563179,28563179
A Walk Among the Tombstones,28000000,26017685,26017685
The Spy Next Door,28000000,24307106,24307106
Brick Mansions,28000000,20396829,20396829
Just My Luck,28000000,17326650,17326650
Lost Souls,28000000,16779636,16779636
American Ultra,28000000,14439985,14439985
Winged Migration,28000000,11689053,11689053
Pride and Prejudice and Zombies,28000000,10907291,10907291
"Mystery, Alaska",28000000,8891623,8891623
John Carpenterâs Ghosts of Mars,28000000,8434601,8434601
A Simple Wish,28000000,8165213,8165213
Our Brand is Crisis,28000000,7002261,7002261
Kundun,28000000,5686694,5686694
How to Lose Friends & Alienate People,28000000,2775593,2775593
Alatriste,28000000,0,0
Knocked Up,27500000,148761765,148761765
Octopussy,27500000,67900000,67900000
My Sister's Keeper,27500000,49200230,49200230
Welcome Home Roscoe Jenkins,27500000,42436517,42436517
Joyful Noise,27500000,30932113,30932113
A Passage to India,27500000,27187653,27187653
Notes on a Scandal,27500000,17510118,17510118
Rendition,27500000,9736045,9736045
Anonymous,27500000,4463292,4463292
Limitless,27000000,79249455,79249455
Star Trek VI: The Undiscovered Country,27000000,74888996,74888996
The Divine Secrets of the Ya-Ya Sisterhood,27000000,69586544,69586544
Kiss the Girls,27000000,60527873,60527873
The Blues Brothers,27000000,57229890,57229890
The Jungle Book,27000000,44342956,44342956
The Sisterhood of the Traveling Pants 2,27000000,44089964,44089964
Money Monster,27000000,41012075,41012075
About a Boy,27000000,40803000,40803000
Spy Kids: All the Time in the World,27000000,38536376,38536376
Lake Placid,27000000,31770413,31770413
Lucky Number Slevin,27000000,22495466,22495466
The Right Stuff,27000000,21500000,21500000
Die Unendliche Geschichte,27000000,21300000,21300000
Dark City,27000000,14435076,14435076
The Duchess,27000000,13848978,13848978
Case 39,27000000,13261851,13261851
The Honeymooners,27000000,12834849,12834849
Return to Oz,27000000,10618813,10618813
The Newton Boys,27000000,10341093,10341093
Suspect Zero,27000000,8712564,8712564
Martian Child,27000000,7500310,7500310
Formula 51,27000000,5204007,5204007
Flawless,27000000,4485485,4485485
Mindhunters,27000000,4476235,4476235
What Just Happened,27000000,1090947,1090947
The Statement,27000000,765637,765637
The Magic Flute,27000000,0,0
Rules Donât Apply,26700000,3652206,3652206
Paul Blart: Mall Cop,26000000,146336178,146336178
Freaky Friday,26000000,110222438,110222438
The 40 Year-old Virgin,26000000,109449237,109449237
Shakespeare in Love,26000000,100317794,100317794
Kindergarten Cop,26000000,91457688,91457688
Pineapple Express,26000000,87341380,87341380
Philadelphia,26000000,77324422,77324422
Ever After: A Cinderella Story,26000000,65705772,65705772
Flatliners,26000000,61308153,61308153
Open Range,26000000,58331254,58331254
Red Eye,26000000,57891803,57891803
New Yearâs Eve,26000000,54544638,54544638
A Bridge Too Far,26000000,50800000,50800000
Pain & Gain,26000000,49875291,49875291
Final Destination 2,26000000,46896664,46896664
"O Brother, Where Art Thou?",26000000,45506619,45506619
In Good Company,26000000,45489752,45489752
Legion,26000000,40168080,40168080
Lawless,26000000,37397291,37397291
Clockstoppers,26000000,36985501,36985501
Silverado,26000000,33200000,33200000
Brothers,26000000,28544157,28544157
The Best of Me,26000000,26766213,26766213
Agent Cody Banks 2: Destination London,26000000,23514247,23514247
Original Sin,26000000,16521410,16521410
The Raven,26000000,16008272,16008272
Welcome to Mooseport,26000000,14469428,14469428
Highlander: The Final Dimension,26000000,13738574,13738574
Self/Less,26000000,12279691,12279691
Motherless Brooklyn,26000000,7944234,7944234
The Curse of the Jade Scorpion,26000000,7496522,7496522
The Fifth Estate,26000000,3254172,3254172
Blood and Wine,26000000,1083350,1083350
Blood Ties,26000000,42472,42472
The Grimm Brothers' Snow White,26000000,5000,5000
Viy,26000000,0,0
Accidental Love,26000000,0,0
The Face of an Angel,26000000,0,0
Flipper,25530000,20080020,20080020
The Constant Gardener,25500000,33579798,33579798
W.,25100000,25534493,25534493
The Passion of the Christ,25000000,370782930,370782930
Mrs. Doubtfire,25000000,219195051,219195051
Rain Man,25000000,172825435,172825435
The Help,25000000,169705587,169705587
Hidden Figures,25000000,169607287,169607287
Gran Torino,25000000,148095302,148095302
Taken,25000000,145000989,145000989
Ride Along,25000000,134202565,134202565
The Bodyguard,25000000,121945720,121945720
Schindlerâs List,25000000,96898818,96898818
"Legally Blonde 2: Red, White & Blonde",25000000,90639088,90639088
Scooby-Doo 2: Monsters Unleashed,25000000,84185387,84185387
Anchorman: The Legend of Ron Burgundy,25000000,84136909,84136909
Freddy vs. Jason,25000000,82622655,82622655
Bridge to Terabithia,25000000,82234139,82234139
Jimmy Neutron: Boy Genius,25000000,80936232,80936232
Cloverfield,25000000,80048433,80048433
Dear John,25000000,80014842,80014842
Teenage Mutant Ninja Turtles II: The Secret of …,25000000,78656813,78656813
Parental Guidance,25000000,77267296,77267296
The Untouchables,25000000,76270454,76270454
No Country for Old Men,25000000,74273505,74273505
Bridget Jones's Diary,25000000,71500556,71500556
Chocolat,25000000,71309760,71309760
No Strings Attached,25000000,70662220,70662220
Contraband,25000000,66528000,66528000
A Dogâs Purpose,25000000,64321890,64321890
The Lucky One,25000000,60457138,60457138
Tombstone,25000000,56505065,56505065
Romeo Must Die,25000000,55973336,55973336
The Omen,25000000,54607383,54607383
Final Destination 3,25000000,54098051,54098051
Madea's Big Happy Family,25000000,53345287,53345287
Tyler Perry's A Madea Christmas,25000000,52543354,52543354
Finding Neverland,25000000,51676606,51676606
The Grey,25000000,51580136,51580136
Hide and Seek,25000000,51100486,51100486
Cobra,25000000,49042224,49042224
The House Bunny,25000000,48237389,48237389
Agent Cody Banks,25000000,47545060,47545060
Nanny McPhee,25000000,47279279,47279279
Goodfellas,25000000,46743809,46743809
The Giver,25000000,45090374,45090374
Scarface,25000000,44942821,44942821
Nothing To Lose,25000000,44480039,44480039
The Last Emperor,25000000,43984987,43984987
The Night Before,25000000,43035725,43035725
The Beverly Hillbillies,25000000,42222647,42222647
The Hours,25000000,41675994,41675994
Money Talks,25000000,41076865,41076865
There Will Be Blood,25000000,40222514,40222514
The Wild Thornberrys Movie,25000000,40108697,40108697
Rugrats Go Wild,25000000,39402572,39402572
The Sisterhood of the Traveling Pants,25000000,39053061,39053061
Undercover Brother,25000000,38230435,38230435
August: Osage County,25000000,37738810,37738810
Kiss of the Dragon,25000000,36833473,36833473
Million Dollar Arm,25000000,36447959,36447959
Beauty Shop,25000000,36351350,36351350
What a Girl Wants,25000000,35990505,35990505
Jeepers Creepers II,25000000,35623801,35623801
Peppermint,25000000,35418723,35418723
Good Luck Chuck,25000000,35017297,35017297
Cradle 2 the Grave,25000000,34657731,34657731
She's the Man,25000000,33889159,33889159
The Gambler,25000000,33680992,33680992
Mr. Beanâs Holiday,25000000,33302167,33302167
Motherâs Day,25000000,32492859,32492859
Bride of Chucky,25000000,32404188,32404188
Fist Fight,25000000,32187017,32187017
August Rush,25000000,31664162,31664162
Anacondas: The Hunt for the Blood Orchid,25000000,31526393,31526393
The Sitter,25000000,30542576,30542576
Elizabeth,25000000,30082699,30082699
Tora! Tora! Tora!,25000000,29548291,29548291
Spice World,25000000,29342592,29342592
Draft Day,25000000,28842237,28842237
The Shawshank Redemption,25000000,28241469,28241469
Rings,25000000,27793018,27793018
Dance Flick,25000000,25794018,25794018
Crocodile Dundee in Los Angeles,25000000,25590119,25590119
Kingpin,25000000,25023424,25023424
Ice Princess,25000000,24381334,24381334
Don't Be Afraid of the Dark,25000000,24046682,24046682
The Losers,25000000,23591432,23591432
Fighting,25000000,23091010,23091010
War,25000000,22486409,22486409
Don Juan DeMarco,25000000,22032635,22032635
A Lot Like Love,25000000,21835784,21835784
He Got Game,25000000,21567853,21567853
The Eagle,25000000,19490041,19490041
Shaun the Sheep,25000000,19375982,19375982
Shark Night 3D,25000000,18877153,18877153
CHiPS,25000000,18600152,18600152
Punch-Drunk Love,25000000,17791031,17791031
Eurotrip,25000000,17718223,17718223
Father Figures,25000000,17501244,17501244
The Ruins,25000000,17432844,17432844
The Counselor,25000000,16973715,16973715
Unaccompanied Minors,25000000,16655224,16655224
Mary Queen of Scots,25000000,16468499,16468499
"Bright Lights, Big City",25000000,16118077,16118077
Half Past Dead,25000000,15567860,15567860
Legend,25000000,15502112,15502112
The Adventures of Pinocchio,25000000,15382170,15382170
The Greatest Game Ever Played,25000000,15331289,15331289
The Box,25000000,15051977,15051977
The Next Best Thing,25000000,14983572,14983572
My Soul to Take,25000000,14744435,14744435
The Girl Next Door,25000000,14589444,14589444
Fly Me To the Moon,25000000,14543943,14543943
Maximum Risk,25000000,14102929,14102929
Stealing Harvard,25000000,13973532,13973532
Hot Rod,25000000,13938332,13938332
Warrior,25000000,13657115,13657115
Angela's Ashes,25000000,13038660,13038660
Battle of the Sexes,25000000,12638526,12638526
Cirque du Soleil: Worlds Away,25000000,12512862,12512862
The 33,25000000,12227722,12227722
Lifeforce,25000000,11603545,11603545
The Conspirator,25000000,11538204,11538204
The Powerpuff Girls,25000000,11411644,11411644
The Lords of Dogtown,25000000,11273517,11273517
Big Trouble in Little China,25000000,11100000,11100000
Michael Collins,25000000,11092559,11092559
Stop-Loss,25000000,10915744,10915744
Gettysburg,25000000,10731997,10731997
Abandon,25000000,10719367,10719367
Straw Dogs,25000000,10324441,10324441
Brokedown Palace,25000000,10115014,10115014
Possession,25000000,10103647,10103647
Mrs. Winterbourne,25000000,10039566,10039566
Stone Cold,25000000,9286314,9286314
Serenity,25000000,8547045,8547045
The Road,25000000,8114270,8114270
Beautiful Boy,25000000,7634767,7634767
The Hoax,25000000,7164995,7164995
Captive State,25000000,5958315,5958315
Sheena,25000000,5778353,5778353
Underclassman,25000000,5654777,5654777
Say It Isn't So,25000000,5516708,5516708
The World's Fastest Indian,25000000,5128124,5128124
Deception,25000000,4598506,4598506
Tank Girl,25000000,4064333,4064333
King's Ransom,25000000,4008527,4008527
Blindness,25000000,3073392,3073392
Sgt. Stubby: An American Hero,25000000,3054285,3054285
Carnage,25000000,2546747,2546747
Tulip Fever,25000000,2455635,2455635
BloodRayne,25000000,2405420,2405420
Legend,25000000,1872994,1872994
Bad Lieutenant: Port of Call New Orleans,25000000,1702112,1702112
Jane Got a Gun,25000000,1513793,1513793
Me and Orson Welles,25000000,1190003,1190003
Venom,25000000,881745,881745
Where the Truth Lies,25000000,872142,872142
Without Limits,25000000,780326,780326
On the Road,25000000,720828,720828
Les petits mouchoirs,25000000,205505,205505
Love Ranch,25000000,137885,137885
Yi ge ren de wu lin,25000000,129115,129115
Sammy's avonturen: De geheime doorgang,25000000,0,0
Belka i Strelka. Zvezdnye sobaki,25000000,0,0
Matilda,25000000,0,0
La vÃ©ritable histoire du Chat BottÃ©,25000000,0,0
The Professor and the Madman,25000000,0,0
Ironclad,25000000,0,0
Red Sky,25000000,0,0
Waterloo,25000000,0,0
The Adventurer: The Curse of the Midas Box,25000000,0,0
Reagan,25000000,0,0
Dangerous Liaisons,24200000,17000,17000
Star Trek IV: The Voyage Home,24000000,109713132,109713132
Scream 2,24000000,101363301,101363301
The Addams Family,24000000,92647127,92647127
Old School,24000000,75155000,75155000
Rocky Balboa,24000000,70269899,70269899
Think Like a Man Too,24000000,65028687,65028687
Fences,24000000,57682904,57682904
The Whole Nine Yards,24000000,57262492,57262492
Footloose,24000000,51802742,51802742
Going in Style,24000000,45018541,45018541
Point Break,24000000,43218387,43218387
The Fisher King,24000000,41798224,41798224
I Still Know What You Did Last Summer,24000000,40020622,40020622
Hitman,24000000,39687694,39687694
"Hello, Dolly",24000000,33208099,33208099
Return to Me,24000000,32662299,32662299
The Men Who Stare at Goats,24000000,32428195,32428195
Zack and Miri Make a Porno,24000000,31457946,31457946
Double Take,24000000,29823162,29823162
"Girl, Interrupted",24000000,28871190,28871190
Nurse Betty,24000000,25170054,25170054
Piranha 3D,24000000,25003155,25003155
Faster,24000000,23240020,23240020
The Wiz,24000000,22000000,22000000
Win a Date with Tad Hamilton!,24000000,16980098,16980098
Muppets From Space,24000000,16304786,16304786
Ready to Rumble,24000000,12372410,12372410
I Don't Know How She Does It,24000000,9659074,9659074
Play it to the Bone,24000000,8427204,8427204
Dhoom 3,24000000,8031955,8031955
Beyond the Sea,24000000,6144806,6144806
Hauru no ugoku shiro,24000000,4710455,4710455
Meet the Deedles,24000000,4356126,4356126
The Thief and the Cobbler,24000000,669276,669276
The Bridge of San Luis Rey,24000000,49981,49981
Flood,24000000,0,0
Zombieland,23600000,75590286,75590286
Star Wars Ep. V: The Empire Strikes Back,23000000,290271960,290271960
The Waterboy,23000000,161491646,161491646
The Naked Gun 2Â½: The Smell of Fear,23000000,86930411,86930411
Green Book,23000000,85080171,85080171
Bad Boys,23000000,65647413,65647413
The Wedding Ringer,23000000,64460211,64460211
Final Destination,23000000,53302314,53302314
King Kong,23000000,52614445,52614445
The Ides of March,23000000,40962534,40962534
Pitch Black,23000000,39235088,39235088
The Hate U Give,23000000,29719483,29719483
Someone Like You,23000000,27338033,27338033
Her,23000000,25568251,25568251
Joy Ride,23000000,21973182,21973182
Kari gurashi no Arietti,23000000,19192510,19192510
Haywire,23000000,18942396,18942396
Anywhere But Here,23000000,18653615,18653615
Vanity Fair,23000000,16123851,16123851
Eddie the Eagle,23000000,15789389,15789389
Jaws 4: The Revenge,23000000,15728335,15728335
The Crew,23000000,13019253,13019253
Marvin's Room,23000000,12803305,12803305
Chasing Liberty,23000000,12189514,12189514
The Longshots,23000000,11511323,11511323
The End of the Affair,23000000,10660147,10660147
Harley Davidson and the Marlboro Man,23000000,7018525,7018525
In the Valley of Elah,23000000,6777741,6777741
Coco avant Chanel,23000000,6113834,6113834
ChÃ©ri,23000000,2715657,2715657
Redemption,23000000,36686,36686
Rogue,23000000,10452,10452
ChÄi dÃ n zhuÄnjiÄ,23000000,0,0
Shi Yue Wei Cheng,23000000,0,0
Spaceballs,22700000,38119483,38119483
1408,22500000,71985628,71985628
Nocturnal Animals,22500000,10663357,10663357
The Water Diviner,22500000,4200117,4200117
Ghost,22000000,217631306,217631306
There's Something About Mary,22000000,176484651,176484651
The Santa Clause,22000000,144833357,144833357
The Nun,22000000,117450119,117450119
The Game Plan,22000000,90648202,90648202
The Rookie,22000000,75600072,75600072
The Bridges of Madison County,22000000,71516617,71516617
Son of God,22000000,59700064,59700064
The Animal,22000000,55762229,55762229
The Hundred-Foot Journey,22000000,54235441,54235441
Gandhi,22000000,52767889,52767889
